[tileset]
img=images/tilesets/maps.png
tile=11,0,0,32,32,16,16
tile=12,32,0,32,32,16,16
tile=13,64,0,32,32,16,16
tile=14,96,0,32,32,16,16
tile=15,128,0,32,32,16,16
tile=16,160,0,32,32,16,16
tile=17,192,0,32,32,16,16
tile=18,224,0,32,32,16,16
tile=19,256,0,32,32,16,16
tile=20,288,0,32,32,16,16
tile=21,320,0,32,32,16,16
tile=22,352,0,32,32,16,16
tile=23,384,0,32,32,16,16
tile=24,416,0,32,32,16,16
tile=25,448,0,32,32,16,16
tile=26,480,0,32,32,16,16
tile=27,512,0,32,32,16,16
tile=28,544,0,32,32,16,16
tile=29,576,0,32,32,16,16
tile=30,608,0,32,32,16,16
tile=31,0,32,32,32,16,16
tile=32,32,32,32,32,16,16
tile=33,64,32,32,32,16,16
tile=34,96,32,32,32,16,16
tile=35,128,32,32,32,16,16
tile=36,160,32,32,32,16,16
tile=37,192,32,32,32,16,16
tile=38,224,32,32,32,16,16
tile=39,256,32,32,32,16,16
tile=40,288,32,32,32,16,16
tile=41,320,32,32,32,16,16
tile=42,352,32,32,32,16,16
tile=43,384,32,32,32,16,16
tile=44,416,32,32,32,16,16
tile=45,448,32,32,32,16,16
tile=46,480,32,32,32,16,16
tile=47,512,32,32,32,16,16
tile=48,544,32,32,32,16,16
tile=49,576,32,32,32,16,16
tile=50,608,32,32,32,16,16
tile=51,0,64,32,32,16,16
tile=52,32,64,32,32,16,16
tile=53,64,64,32,32,16,16
tile=54,96,64,32,32,16,16
tile=55,128,64,32,32,16,16
tile=56,160,64,32,32,16,16
tile=57,192,64,32,32,16,16
tile=58,224,64,32,32,16,16
tile=59,256,64,32,32,16,16
tile=60,288,64,32,32,16,16
tile=61,320,64,32,32,16,16
tile=62,352,64,32,32,16,16
tile=63,384,64,32,32,16,16
tile=64,416,64,32,32,16,16
tile=65,448,64,32,32,16,16
tile=66,480,64,32,32,16,16
tile=67,512,64,32,32,16,16
tile=68,544,64,32,32,16,16
tile=69,576,64,32,32,16,16
tile=70,608,64,32,32,16,16
tile=71,0,96,32,32,16,16
tile=72,32,96,32,32,16,16
tile=73,64,96,32,32,16,16
tile=74,96,96,32,32,16,16
tile=75,128,96,32,32,16,16
tile=76,160,96,32,32,16,16
tile=77,192,96,32,32,16,16
tile=78,224,96,32,32,16,16
tile=79,256,96,32,32,16,16
tile=80,288,96,32,32,16,16
tile=81,320,96,32,32,16,16
tile=82,352,96,32,32,16,16
tile=83,384,96,32,32,16,16
tile=84,416,96,32,32,16,16
tile=85,448,96,32,32,16,16
tile=86,480,96,32,32,16,16
tile=87,512,96,32,32,16,16
tile=88,544,96,32,32,16,16
tile=89,576,96,32,32,16,16
tile=90,608,96,32,32,16,16
tile=91,0,128,32,32,16,16
tile=92,32,128,32,32,16,16
tile=93,64,128,32,32,16,16
tile=94,96,128,32,32,16,16
tile=95,128,128,32,32,16,16
tile=96,160,128,32,32,16,16
tile=97,192,128,32,32,16,16
tile=98,224,128,32,32,16,16
tile=99,256,128,32,32,16,16
tile=100,288,128,32,32,16,16
tile=101,320,128,32,32,16,16
tile=102,352,128,32,32,16,16
tile=103,384,128,32,32,16,16
tile=104,416,128,32,32,16,16
tile=105,448,128,32,32,16,16
tile=106,480,128,32,32,16,16
tile=107,512,128,32,32,16,16
tile=108,544,128,32,32,16,16
tile=109,576,128,32,32,16,16
tile=110,608,128,32,32,16,16
tile=111,0,160,32,32,16,16
tile=112,32,160,32,32,16,16
tile=113,64,160,32,32,16,16
tile=114,96,160,32,32,16,16
tile=115,128,160,32,32,16,16
tile=116,160,160,32,32,16,16
tile=117,192,160,32,32,16,16
tile=118,224,160,32,32,16,16
tile=119,256,160,32,32,16,16
tile=120,288,160,32,32,16,16
tile=121,320,160,32,32,16,16
tile=122,352,160,32,32,16,16
tile=123,384,160,32,32,16,16
tile=124,416,160,32,32,16,16
tile=125,448,160,32,32,16,16
tile=126,480,160,32,32,16,16
tile=127,512,160,32,32,16,16
tile=128,544,160,32,32,16,16
tile=129,576,160,32,32,16,16
tile=130,608,160,32,32,16,16
tile=131,0,192,32,32,16,16
tile=132,32,192,32,32,16,16
tile=133,64,192,32,32,16,16
tile=134,96,192,32,32,16,16
tile=135,128,192,32,32,16,16
tile=136,160,192,32,32,16,16
tile=137,192,192,32,32,16,16
tile=138,224,192,32,32,16,16
tile=139,256,192,32,32,16,16
tile=140,288,192,32,32,16,16
tile=141,320,192,32,32,16,16
tile=142,352,192,32,32,16,16
tile=143,384,192,32,32,16,16
tile=144,416,192,32,32,16,16
tile=145,448,192,32,32,16,16
tile=146,480,192,32,32,16,16
tile=147,512,192,32,32,16,16
tile=148,544,192,32,32,16,16
tile=149,576,192,32,32,16,16
tile=150,608,192,32,32,16,16
tile=151,0,224,32,32,16,16
tile=152,32,224,32,32,16,16
tile=153,64,224,32,32,16,16
tile=154,96,224,32,32,16,16
tile=155,128,224,32,32,16,16
tile=156,160,224,32,32,16,16
tile=157,192,224,32,32,16,16
tile=158,224,224,32,32,16,16
tile=159,256,224,32,32,16,16
tile=160,288,224,32,32,16,16
tile=161,320,224,32,32,16,16
tile=162,352,224,32,32,16,16
tile=163,384,224,32,32,16,16
tile=164,416,224,32,32,16,16
tile=165,448,224,32,32,16,16
tile=166,480,224,32,32,16,16
tile=167,512,224,32,32,16,16
tile=168,544,224,32,32,16,16
tile=169,576,224,32,32,16,16
tile=170,608,224,32,32,16,16
tile=171,0,256,32,32,16,16
tile=172,32,256,32,32,16,16
tile=173,64,256,32,32,16,16
tile=174,96,256,32,32,16,16
tile=175,128,256,32,32,16,16
tile=176,160,256,32,32,16,16
tile=177,192,256,32,32,16,16
tile=178,224,256,32,32,16,16
tile=179,256,256,32,32,16,16
tile=180,288,256,32,32,16,16
tile=181,320,256,32,32,16,16
tile=182,352,256,32,32,16,16
tile=183,384,256,32,32,16,16
tile=184,416,256,32,32,16,16
tile=185,448,256,32,32,16,16
tile=186,480,256,32,32,16,16
tile=187,512,256,32,32,16,16
tile=188,544,256,32,32,16,16
tile=189,576,256,32,32,16,16
tile=190,608,256,32,32,16,16
tile=191,0,288,32,32,16,16
tile=192,32,288,32,32,16,16
tile=193,64,288,32,32,16,16
tile=194,96,288,32,32,16,16
tile=195,128,288,32,32,16,16
tile=196,160,288,32,32,16,16
tile=197,192,288,32,32,16,16
tile=198,224,288,32,32,16,16
tile=199,256,288,32,32,16,16
tile=200,288,288,32,32,16,16
tile=201,320,288,32,32,16,16
tile=202,352,288,32,32,16,16
tile=203,384,288,32,32,16,16
tile=204,416,288,32,32,16,16
tile=205,448,288,32,32,16,16
tile=206,480,288,32,32,16,16
tile=207,512,288,32,32,16,16
tile=208,544,288,32,32,16,16
tile=209,576,288,32,32,16,16
tile=210,608,288,32,32,16,16
tile=211,0,320,32,32,16,16
tile=212,32,320,32,32,16,16
tile=213,64,320,32,32,16,16
tile=214,96,320,32,32,16,16
tile=215,128,320,32,32,16,16
tile=216,160,320,32,32,16,16
tile=217,192,320,32,32,16,16
tile=218,224,320,32,32,16,16
tile=219,256,320,32,32,16,16
tile=220,288,320,32,32,16,16
tile=221,320,320,32,32,16,16
tile=222,352,320,32,32,16,16
tile=223,384,320,32,32,16,16
tile=224,416,320,32,32,16,16
tile=225,448,320,32,32,16,16
tile=226,480,320,32,32,16,16
tile=227,512,320,32,32,16,16
tile=228,544,320,32,32,16,16
