[tileset]
img=images/tilesets/maps.png
tile=1,0,0,32,32,16,16
tile=2,32,0,32,32,16,16
tile=3,64,0,32,32,16,16
tile=4,96,0,32,32,16,16
tile=5,128,0,32,32,16,16
tile=6,160,0,32,32,16,16
tile=7,192,0,32,32,16,16
tile=8,224,0,32,32,16,16
tile=9,256,0,32,32,16,16
tile=10,288,0,32,32,16,16
tile=11,320,0,32,32,16,16
tile=12,352,0,32,32,16,16
tile=13,384,0,32,32,16,16
tile=14,416,0,32,32,16,16
tile=15,448,0,32,32,16,16
tile=16,480,0,32,32,16,16
tile=17,512,0,32,32,16,16
tile=18,544,0,32,32,16,16
tile=19,576,0,32,32,16,16
tile=20,608,0,32,32,16,16
tile=21,0,32,32,32,16,16
tile=22,32,32,32,32,16,16
tile=23,64,32,32,32,16,16
tile=24,96,32,32,32,16,16
tile=25,128,32,32,32,16,16
tile=26,160,32,32,32,16,16
tile=27,192,32,32,32,16,16
tile=28,224,32,32,32,16,16
tile=29,256,32,32,32,16,16
tile=30,288,32,32,32,16,16
tile=31,320,32,32,32,16,16
tile=32,352,32,32,32,16,16
tile=33,384,32,32,32,16,16
tile=34,416,32,32,32,16,16
tile=35,448,32,32,32,16,16
tile=36,480,32,32,32,16,16
tile=37,512,32,32,32,16,16
tile=38,544,32,32,32,16,16
tile=39,576,32,32,32,16,16
tile=40,608,32,32,32,16,16
tile=41,0,64,32,32,16,16
tile=42,32,64,32,32,16,16
tile=43,64,64,32,32,16,16
tile=44,96,64,32,32,16,16
tile=45,128,64,32,32,16,16
tile=46,160,64,32,32,16,16
tile=47,192,64,32,32,16,16
tile=48,224,64,32,32,16,16
tile=49,256,64,32,32,16,16
tile=50,288,64,32,32,16,16
tile=51,320,64,32,32,16,16
tile=52,352,64,32,32,16,16
tile=53,384,64,32,32,16,16
tile=54,416,64,32,32,16,16
tile=55,448,64,32,32,16,16
tile=56,480,64,32,32,16,16
tile=57,512,64,32,32,16,16
tile=58,544,64,32,32,16,16
tile=59,576,64,32,32,16,16
tile=60,608,64,32,32,16,16
tile=61,0,96,32,32,16,16
tile=62,32,96,32,32,16,16
tile=63,64,96,32,32,16,16
tile=64,96,96,32,32,16,16
tile=65,128,96,32,32,16,16
tile=66,160,96,32,32,16,16
tile=67,192,96,32,32,16,16
tile=68,224,96,32,32,16,16
tile=69,256,96,32,32,16,16
tile=70,288,96,32,32,16,16
tile=71,320,96,32,32,16,16
tile=72,352,96,32,32,16,16
tile=73,384,96,32,32,16,16
tile=74,416,96,32,32,16,16
tile=75,448,96,32,32,16,16
tile=76,480,96,32,32,16,16
tile=77,512,96,32,32,16,16
tile=78,544,96,32,32,16,16
tile=79,576,96,32,32,16,16
tile=80,608,96,32,32,16,16
tile=81,0,128,32,32,16,16
tile=82,32,128,32,32,16,16
tile=83,64,128,32,32,16,16
tile=84,96,128,32,32,16,16
tile=85,128,128,32,32,16,16
tile=86,160,128,32,32,16,16
tile=87,192,128,32,32,16,16
tile=88,224,128,32,32,16,16
tile=89,256,128,32,32,16,16
tile=90,288,128,32,32,16,16
tile=91,320,128,32,32,16,16
tile=92,352,128,32,32,16,16
tile=93,384,128,32,32,16,16
tile=94,416,128,32,32,16,16
tile=95,448,128,32,32,16,16
tile=96,480,128,32,32,16,16
tile=97,512,128,32,32,16,16
tile=98,544,128,32,32,16,16
tile=99,576,128,32,32,16,16
tile=100,608,128,32,32,16,16
tile=101,0,160,32,32,16,16
tile=102,32,160,32,32,16,16
tile=103,64,160,32,32,16,16
tile=104,96,160,32,32,16,16
tile=105,128,160,32,32,16,16
tile=106,160,160,32,32,16,16
tile=107,192,160,32,32,16,16
tile=108,224,160,32,32,16,16
tile=109,256,160,32,32,16,16
tile=110,288,160,32,32,16,16
tile=111,320,160,32,32,16,16
tile=112,352,160,32,32,16,16
tile=113,384,160,32,32,16,16
tile=114,416,160,32,32,16,16
tile=115,448,160,32,32,16,16
tile=116,480,160,32,32,16,16
tile=117,512,160,32,32,16,16
tile=118,544,160,32,32,16,16
tile=119,576,160,32,32,16,16
tile=120,608,160,32,32,16,16
tile=121,0,192,32,32,16,16
tile=122,32,192,32,32,16,16
tile=123,64,192,32,32,16,16
tile=124,96,192,32,32,16,16
tile=125,128,192,32,32,16,16
tile=126,160,192,32,32,16,16
tile=127,192,192,32,32,16,16
tile=128,224,192,32,32,16,16
tile=129,256,192,32,32,16,16
tile=130,288,192,32,32,16,16
tile=131,320,192,32,32,16,16
tile=132,352,192,32,32,16,16
tile=133,384,192,32,32,16,16
tile=134,416,192,32,32,16,16
tile=135,448,192,32,32,16,16
tile=136,480,192,32,32,16,16
tile=137,512,192,32,32,16,16
tile=138,544,192,32,32,16,16
tile=139,576,192,32,32,16,16
tile=140,608,192,32,32,16,16
tile=141,0,224,32,32,16,16
tile=142,32,224,32,32,16,16
tile=143,64,224,32,32,16,16
tile=144,96,224,32,32,16,16
tile=145,128,224,32,32,16,16
tile=146,160,224,32,32,16,16
tile=147,192,224,32,32,16,16
tile=148,224,224,32,32,16,16
tile=149,256,224,32,32,16,16
tile=150,288,224,32,32,16,16
tile=151,320,224,32,32,16,16
