
image=images/npcs/programmer_left.png

[stance]
frames=4
duration=3s
type=looped
frame=0,0,0,0,48,64,24,56
frame=0,1,0,0,48,64,24,56
frame=0,2,0,0,48,64,24,56
frame=0,3,0,0,48,64,24,56
frame=0,4,0,0,48,64,24,56
frame=0,5,0,0,48,64,24,56
frame=0,6,0,0,48,64,24,56
frame=0,7,0,0,48,64,24,56
frame=1,0,48,0,48,64,24,56
frame=1,1,48,0,48,64,24,56
frame=1,2,48,0,48,64,24,56
frame=1,3,48,0,48,64,24,56
frame=1,4,48,0,48,64,24,56
frame=1,5,48,0,48,64,24,56
frame=1,6,48,0,48,64,24,56
frame=1,7,48,0,48,64,24,56
frame=2,0,96,0,48,64,24,56
frame=2,1,96,0,48,64,24,56
frame=2,2,96,0,48,64,24,56
frame=2,3,96,0,48,64,24,56
frame=2,4,96,0,48,64,24,56
frame=2,5,96,0,48,64,24,56
frame=2,6,96,0,48,64,24,56
frame=2,7,96,0,48,64,24,56
frame=3,0,144,0,48,64,24,56
frame=3,1,144,0,48,64,24,56
frame=3,2,144,0,48,64,24,56
frame=3,3,144,0,48,64,24,56
frame=3,4,144,0,48,64,24,56
frame=3,5,144,0,48,64,24,56
frame=3,6,144,0,48,64,24,56
frame=3,7,144,0,48,64,24,56





